"Mod name","Registry name","Hardness","Resistance"
"The Betweenlands","thebetweenlands:betweenstone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_bricks_mirage",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_button",0.50,2.50
"The Betweenlands","thebetweenlands:betweenstone_chiseled",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_pillar",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_pressure_plate",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:betweenstone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:black_hat_mushroom",0.00,0.00
"The Betweenlands","thebetweenlands:black_ice",0.50,2.50
"The Betweenlands","thebetweenlands:bladderwort_flower",0.00,0.00
"The Betweenlands","thebetweenlands:bladderwort_stalk",1.50,30.00
"The Betweenlands","thebetweenlands:blue_eyed_grass",0.00,0.00
"The Betweenlands","thebetweenlands:blue_iris",0.00,0.00
"The Betweenlands","thebetweenlands:bog_bean_flower",0.00,0.00
"The Betweenlands","thebetweenlands:bog_bean_stalk",1.50,30.00
"The Betweenlands","thebetweenlands:boneset",0.00,0.00
"The Betweenlands","thebetweenlands:bottle_brush_grass",0.00,0.00
"The Betweenlands","thebetweenlands:broomsedge",0.00,0.00
"The Betweenlands","thebetweenlands:bulb_capped_mushroom",0.00,0.00
"The Betweenlands","thebetweenlands:bulb_capped_mushroom_cap",0.20,1.00
"The Betweenlands","thebetweenlands:bulb_capped_mushroom_stalk",0.20,1.00
"The Betweenlands","thebetweenlands:button_bush",0.00,0.00
"The Betweenlands","thebetweenlands:cardinal_flower",0.00,0.00
"The Betweenlands","thebetweenlands:cattail",0.00,0.00
"The Betweenlands","thebetweenlands:cave_grass",0.00,0.00
"The Betweenlands","thebetweenlands:cave_moss",0.00,0.00
"The Betweenlands","thebetweenlands:caving_rope_light",0.00,0.00
"The Betweenlands","thebetweenlands:coarse_swamp_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:compost_bin",2.00,15.00
"The Betweenlands","thebetweenlands:compost_block",0.50,30.00
"The Betweenlands","thebetweenlands:copper_iris",0.00,0.00
"The Betweenlands","thebetweenlands:cracked_betweenstone_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:cracked_betweenstone_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:cracked_betweenstone_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:cracked_betweenstone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:cracked_betweenstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:cracked_limestone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:cragrock_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:cragrock_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_chiseled",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_pillar",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_slab",2.00,30.00
"The Betweenlands","thebetweenlands:cragrock_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:cragrock_wall",2.00,10.00
"The Betweenlands","thebetweenlands:crimson_middle_gem_block",1.50,30.00
"The Betweenlands","thebetweenlands:crimson_middle_gem_ore",1.50,30.00
"The Betweenlands","thebetweenlands:damp_torch",0.00,0.00
"The Betweenlands","thebetweenlands:dead_grass",0.50,2.50
"The Betweenlands","thebetweenlands:dead_weedwood_bush",0.00,0.00
"The Betweenlands","thebetweenlands:deep_water_coral",0.50,30.00
"The Betweenlands","thebetweenlands:deep_water_coral_block",1.50,30.00
"The Betweenlands","thebetweenlands:dentrothyst",1.50,30.00
"The Betweenlands","thebetweenlands:druid_altar",8.00,300.00
"The Betweenlands","thebetweenlands:druid_stone_1",1.50,30.00
"The Betweenlands","thebetweenlands:druid_stone_2",1.50,30.00
"The Betweenlands","thebetweenlands:druid_stone_3",1.50,30.00
"The Betweenlands","thebetweenlands:druid_stone_4",1.50,30.00
"The Betweenlands","thebetweenlands:druid_stone_5",1.50,30.00
"The Betweenlands","thebetweenlands:druid_stone_6",1.50,30.00
"The Betweenlands","thebetweenlands:dug_purified_swamp_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:dug_purified_swamp_grass",0.50,2.50
"The Betweenlands","thebetweenlands:dug_swamp_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:dug_swamp_grass",0.50,2.50
"The Betweenlands","thebetweenlands:energy_barrier",-1.00,18000000.00
"The Betweenlands","thebetweenlands:fallen_leaves",0.10,0.50
"The Betweenlands","thebetweenlands:flat_head_mushroom",0.00,0.00
"The Betweenlands","thebetweenlands:fungus_crop",0.00,0.00
"The Betweenlands","thebetweenlands:gecko_cage",2.00,15.00
"The Betweenlands","thebetweenlands:generic_stone",1.50,30.00
"The Betweenlands","thebetweenlands:giant_root",2.00,10.00
"The Betweenlands","thebetweenlands:giant_root_plank_door",1.75,15.00
"The Betweenlands","thebetweenlands:giant_root_plank_fence",2.00,15.00
"The Betweenlands","thebetweenlands:giant_root_plank_fence_gate",2.00,10.00
"The Betweenlands","thebetweenlands:giant_root_plank_slab",2.00,30.00
"The Betweenlands","thebetweenlands:giant_root_plank_stairs",1.75,15.00
"The Betweenlands","thebetweenlands:giant_root_plank_trapdoor",1.75,15.00
"The Betweenlands","thebetweenlands:giant_root_planks",1.75,15.00
"The Betweenlands","thebetweenlands:glowing_betweenstone_tile",1.50,30.00
"The Betweenlands","thebetweenlands:glowing_smooth_cragrock",1.50,30.00
"The Betweenlands","thebetweenlands:golden_club_flower",0.00,0.00
"The Betweenlands","thebetweenlands:golden_club_stalk",1.50,30.00
"The Betweenlands","thebetweenlands:green_middle_gem_block",1.50,30.00
"The Betweenlands","thebetweenlands:green_middle_gem_ore",1.50,30.00
"The Betweenlands","thebetweenlands:hanger",0.10,0.50
"The Betweenlands","thebetweenlands:hearthgrove_plank_door",1.75,15.00
"The Betweenlands","thebetweenlands:hearthgrove_plank_fence",2.00,15.00
"The Betweenlands","thebetweenlands:hearthgrove_plank_fence_gate",2.00,10.00
"The Betweenlands","thebetweenlands:hearthgrove_plank_slab",2.00,30.00
"The Betweenlands","thebetweenlands:hearthgrove_plank_stairs",1.75,15.00
"The Betweenlands","thebetweenlands:hearthgrove_plank_trapdoor",1.75,15.00
"The Betweenlands","thebetweenlands:hearthgrove_planks",1.75,15.00
"The Betweenlands","thebetweenlands:hollow_log",0.80,4.00
"The Betweenlands","thebetweenlands:inactive_glowing_smooth_cragrock",1.50,30.00
"The Betweenlands","thebetweenlands:infuser",2.00,15.00
"The Betweenlands","thebetweenlands:item_cage",10.00,30.00
"The Betweenlands","thebetweenlands:item_shelf",2.00,10.00
"The Betweenlands","thebetweenlands:leaves_hearthgrove_tree",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_nibbletwig_tree",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_rubber_tree",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_sap_tree",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_spirit_tree_bottom",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_spirit_tree_middle",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_spirit_tree_top",0.20,1.00
"The Betweenlands","thebetweenlands:leaves_weedwood_tree",0.20,1.00
"The Betweenlands","thebetweenlands:lichen",0.20,1.00
"The Betweenlands","thebetweenlands:life_crystal_stalactite",2.50,30.00
"The Betweenlands","thebetweenlands:limestone",1.20,24.00
"The Betweenlands","thebetweenlands:limestone_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:limestone_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:limestone_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:limestone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:limestone_chiseled",1.50,30.00
"The Betweenlands","thebetweenlands:limestone_pillar",1.50,30.00
"The Betweenlands","thebetweenlands:limestone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:limestone_stairs",1.20,24.00
"The Betweenlands","thebetweenlands:limestone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:limestone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:log_hearthgrove",2.00,10.00
"The Betweenlands","thebetweenlands:log_nibbletwig",2.00,10.00
"The Betweenlands","thebetweenlands:log_portal",2.00,10.00
"The Betweenlands","thebetweenlands:log_rotten_bark",2.00,10.00
"The Betweenlands","thebetweenlands:log_rubber",2.00,10.00
"The Betweenlands","thebetweenlands:log_sap",2.00,10.00
"The Betweenlands","thebetweenlands:log_spirit_tree",2.00,10.00
"The Betweenlands","thebetweenlands:log_spreading_rotten_bark",2.00,10.00
"The Betweenlands","thebetweenlands:log_weedwood",2.00,10.00
"The Betweenlands","thebetweenlands:loot_pot",0.40,2.00
"The Betweenlands","thebetweenlands:marsh_hibiscus",0.00,0.00
"The Betweenlands","thebetweenlands:marsh_mallow",0.00,0.00
"The Betweenlands","thebetweenlands:marsh_marigold_flower",0.00,0.00
"The Betweenlands","thebetweenlands:marsh_marigold_stalk",1.50,30.00
"The Betweenlands","thebetweenlands:middle_fruit_bush",0.00,0.00
"The Betweenlands","thebetweenlands:milkweed",0.00,0.00
"The Betweenlands","thebetweenlands:mire_coral",0.50,30.00
"The Betweenlands","thebetweenlands:mire_coral_block",1.50,30.00
"The Betweenlands","thebetweenlands:mob_spawner",10.00,50.00
"The Betweenlands","thebetweenlands:mortar",2.00,15.00
"The Betweenlands","thebetweenlands:moss",0.20,1.00
"The Betweenlands","thebetweenlands:moss_bed",0.20,1.00
"The Betweenlands","thebetweenlands:mossy_betweenstone_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:mossy_betweenstone_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_betweenstone_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:mossy_betweenstone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_betweenstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_limestone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_smooth_betweenstone",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_smooth_betweenstone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:mossy_smooth_betweenstone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:mossy_smooth_betweenstone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:mud",0.50,2.50
"The Betweenlands","thebetweenlands:mud_brick_roof",1.50,30.00
"The Betweenlands","thebetweenlands:mud_brick_shingle_slab",2.00,30.00
"The Betweenlands","thebetweenlands:mud_brick_shingles",1.50,30.00
"The Betweenlands","thebetweenlands:mud_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:mud_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:mud_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:mud_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:mud_flower_pot",0.30,1.50
"The Betweenlands","thebetweenlands:mud_flower_pot_candle",0.30,1.50
"The Betweenlands","thebetweenlands:nettle",0.00,0.00
"The Betweenlands","thebetweenlands:nettle_flowered",0.00,0.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_door",1.75,15.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_fence",2.00,15.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_fence_gate",2.00,10.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_slab",2.00,30.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_stairs",1.75,15.00
"The Betweenlands","thebetweenlands:nibbletwig_plank_trapdoor",1.75,15.00
"The Betweenlands","thebetweenlands:nibbletwig_planks",1.75,15.00
"The Betweenlands","thebetweenlands:octine_block",1.50,30.00
"The Betweenlands","thebetweenlands:octine_ore",1.50,30.00
"The Betweenlands","thebetweenlands:peat",0.50,2.50
"The Betweenlands","thebetweenlands:phragmites",0.00,0.00
"The Betweenlands","thebetweenlands:pickerel_weed",0.00,0.00
"The Betweenlands","thebetweenlands:pitcher_plant",0.00,0.00
"The Betweenlands","thebetweenlands:pitstone",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:pitstone_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:pitstone_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_chiseled",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_pillar",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:pitstone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:pitstone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:poison_ivy",0.20,1.00
"The Betweenlands","thebetweenlands:polished_dentrothyst",0.30,1.50
"The Betweenlands","thebetweenlands:polished_dentrothyst_pane",0.30,1.50
"The Betweenlands","thebetweenlands:polished_limestone",1.50,30.00
"The Betweenlands","thebetweenlands:polished_limestone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:polished_limestone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:polished_limestone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:portal_frame",2.00,10.00
"The Betweenlands","thebetweenlands:possessed_block",10.00,6000.00
"The Betweenlands","thebetweenlands:present",0.80,4.00
"The Betweenlands","thebetweenlands:puddle",0.10,0.50
"The Betweenlands","thebetweenlands:purified_swamp_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:purifier",2.00,15.00
"The Betweenlands","thebetweenlands:repeller",1.00,5.00
"The Betweenlands","thebetweenlands:root",1.50,30.00
"The Betweenlands","thebetweenlands:root_pod",0.00,0.00
"The Betweenlands","thebetweenlands:root_underwater",1.50,30.00
"The Betweenlands","thebetweenlands:rope",0.50,2.50
"The Betweenlands","thebetweenlands:rubber",0.00,0.00
"The Betweenlands","thebetweenlands:rubber_block",1.00,5.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_door",1.75,15.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_fence",2.00,15.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_fence_gate",2.00,10.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_slab",2.00,30.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_stairs",1.75,15.00
"The Betweenlands","thebetweenlands:rubber_tree_plank_trapdoor",1.75,15.00
"The Betweenlands","thebetweenlands:rubber_tree_planks",1.75,15.00
"The Betweenlands","thebetweenlands:sapling_hearthgrove",0.00,0.00
"The Betweenlands","thebetweenlands:sapling_nibbletwig",0.00,0.00
"The Betweenlands","thebetweenlands:sapling_rubber",0.00,0.00
"The Betweenlands","thebetweenlands:sapling_sap",0.00,0.00
"The Betweenlands","thebetweenlands:sapling_spirit_tree",0.00,0.00
"The Betweenlands","thebetweenlands:sapling_weedwood",0.00,0.00
"The Betweenlands","thebetweenlands:scabyst_block",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:scabyst_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:scabyst_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_chiseled_1",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_chiseled_2",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_chiseled_3",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_door",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_ore",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_pitstone_dotted",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_pitstone_horizontal",1.50,30.00
"The Betweenlands","thebetweenlands:scabyst_trapdoor",1.75,15.00
"The Betweenlands","thebetweenlands:shelf_fungus",0.20,1.00
"The Betweenlands","thebetweenlands:shoots",0.00,0.00
"The Betweenlands","thebetweenlands:silt",0.50,2.50
"The Betweenlands","thebetweenlands:silt_glass",0.30,1.50
"The Betweenlands","thebetweenlands:silt_glass_pane",0.30,1.50
"The Betweenlands","thebetweenlands:slimy_bone_block",1.50,30.00
"The Betweenlands","thebetweenlands:slimy_bone_ore",1.50,30.00
"The Betweenlands","thebetweenlands:slimy_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:slimy_grass",0.50,2.50
"The Betweenlands","thebetweenlands:sludge",0.10,0.50
"The Betweenlands","thebetweenlands:sludgecreep",0.00,0.00
"The Betweenlands","thebetweenlands:sludgy_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:smooth_betweenstone",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_betweenstone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:smooth_betweenstone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_betweenstone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:smooth_cragrock",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_cragrock_slab",2.00,30.00
"The Betweenlands","thebetweenlands:smooth_cragrock_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_cragrock_wall",2.00,10.00
"The Betweenlands","thebetweenlands:smooth_pitstone",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_pitstone_slab",2.00,30.00
"The Betweenlands","thebetweenlands:smooth_pitstone_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:smooth_pitstone_wall",2.00,10.00
"The Betweenlands","thebetweenlands:snow",0.10,0.50
"The Betweenlands","thebetweenlands:soft_rush",0.00,0.00
"The Betweenlands","thebetweenlands:spike_trap",10.00,6000.00
"The Betweenlands","thebetweenlands:spreading_sludgy_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:stagnant_water",0.00,0.00
"The Betweenlands","thebetweenlands:stalactite",1.50,30.00
"The Betweenlands","thebetweenlands:standing_weedwood_sign",1.00,5.00
"The Betweenlands","thebetweenlands:sulfur_block",1.50,30.00
"The Betweenlands","thebetweenlands:sulfur_furnace",3.50,17.50
"The Betweenlands","thebetweenlands:sulfur_furnace_active",3.50,17.50
"The Betweenlands","thebetweenlands:sulfur_furnace_dual",3.50,17.50
"The Betweenlands","thebetweenlands:sulfur_furnace_dual_active",3.50,17.50
"The Betweenlands","thebetweenlands:sulfur_ore",1.50,30.00
"The Betweenlands","thebetweenlands:sulfur_torch",0.00,0.00
"The Betweenlands","thebetweenlands:sundew",0.00,0.00
"The Betweenlands","thebetweenlands:swamp_dirt",0.50,2.50
"The Betweenlands","thebetweenlands:swamp_double_tallgrass",0.00,0.00
"The Betweenlands","thebetweenlands:swamp_grass",0.50,2.50
"The Betweenlands","thebetweenlands:swamp_kelp",0.10,30.00
"The Betweenlands","thebetweenlands:swamp_plant",0.00,0.00
"The Betweenlands","thebetweenlands:swamp_reed",0.00,0.00
"The Betweenlands","thebetweenlands:swamp_reed_underwater",0.10,30.00
"The Betweenlands","thebetweenlands:swamp_tallgrass",0.00,0.00
"The Betweenlands","thebetweenlands:swamp_water",0.00,0.00
"The Betweenlands","thebetweenlands:syrmorite_block",1.50,30.00
"The Betweenlands","thebetweenlands:syrmorite_door",1.50,30.00
"The Betweenlands","thebetweenlands:syrmorite_hopper",3.00,24.00
"The Betweenlands","thebetweenlands:syrmorite_ore",1.50,30.00
"The Betweenlands","thebetweenlands:syrmorite_pressure_plate",1.50,30.00
"The Betweenlands","thebetweenlands:syrmorite_rubber_tap",2.00,10.00
"The Betweenlands","thebetweenlands:syrmorite_trapdoor",1.50,30.00
"The Betweenlands","thebetweenlands:tall_cattail",0.00,0.00
"The Betweenlands","thebetweenlands:tar",0.00,0.00
"The Betweenlands","thebetweenlands:tar_beast_spawner",5.00,25.00
"The Betweenlands","thebetweenlands:tar_loot_pot",1.50,30.00
"The Betweenlands","thebetweenlands:tar_solid",1.50,30.00
"The Betweenlands","thebetweenlands:tar_solid_slab",2.00,30.00
"The Betweenlands","thebetweenlands:tar_solid_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:tar_solid_wall",2.00,10.00
"The Betweenlands","thebetweenlands:temple_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:temple_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:temple_brick_wall",2.00,10.00
"The Betweenlands","thebetweenlands:temple_bricks",1.50,30.00
"The Betweenlands","thebetweenlands:temple_pillar",1.50,30.00
"The Betweenlands","thebetweenlands:thatch",0.50,2.50
"The Betweenlands","thebetweenlands:thatch_roof",0.50,2.50
"The Betweenlands","thebetweenlands:thatch_slab",0.50,30.00
"The Betweenlands","thebetweenlands:thorns",0.20,1.00
"The Betweenlands","thebetweenlands:tree_portal",-1.00,0.00
"The Betweenlands","thebetweenlands:valonite_block",1.50,30.00
"The Betweenlands","thebetweenlands:valonite_ore",1.50,30.00
"The Betweenlands","thebetweenlands:venus_fly_trap",0.00,0.00
"The Betweenlands","thebetweenlands:volarpad",0.00,0.00
"The Betweenlands","thebetweenlands:walkway",1.00,5.00
"The Betweenlands","thebetweenlands:wall_weedwood_sign",1.00,5.00
"The Betweenlands","thebetweenlands:water_weeds",0.50,30.00
"The Betweenlands","thebetweenlands:waystone",25.00,30000.00
"The Betweenlands","thebetweenlands:weak_betweenstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:weak_mossy_betweenstone_tiles",1.50,30.00
"The Betweenlands","thebetweenlands:weak_polished_limestone",1.50,30.00
"The Betweenlands","thebetweenlands:weedwood",2.00,10.00
"The Betweenlands","thebetweenlands:weedwood_bush",0.35,1.75
"The Betweenlands","thebetweenlands:weedwood_chest",2.00,10.00
"The Betweenlands","thebetweenlands:weedwood_door",2.00,15.00
"The Betweenlands","thebetweenlands:weedwood_jukebox",2.00,30.00
"The Betweenlands","thebetweenlands:weedwood_ladder",0.40,2.00
"The Betweenlands","thebetweenlands:weedwood_lever",0.50,2.50
"The Betweenlands","thebetweenlands:weedwood_log_fence",2.00,15.00
"The Betweenlands","thebetweenlands:weedwood_log_fence_gate",2.00,10.00
"The Betweenlands","thebetweenlands:weedwood_plank_button",0.50,2.50
